LeadID,LeadDateKey,CampaignKey,ChannelKey,SourceKey,RegionKey,AudienceKey,PreviousStatusKey,PreviousStatusLabel,CurrentStatusKey,CurrentStatusLabel,ReachedLead,ReachedMQL,ReachedSQL,ReachedOpportunity,ReachedClosedWon,IsClosedLost,IsClosedWon,PipelineAmount,RevenueAmount
L00356,20240325,2,2,6,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,16251
L03259,20240325,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03322,20240325,17,3,7,5,3,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L03779,20240325,19,5,13,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L03858,20240325,19,5,13,2,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03913,20240325,19,5,13,2,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05838,20240325,28,7,21,5,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00343,20240326,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L02402,20240326,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03900,20240326,19,5,13,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01236,20240327,6,6,16,5,3,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,18140,0
L04323,20240327,21,7,21,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04550,20240327,23,2,6,5,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06540,20240327,32,4,10,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L06842,20240327,33,5,14,5,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00320,20240328,2,2,6,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,14099
L02380,20240328,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03323,20240328,17,3,7,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03910,20240328,19,5,13,3,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,7634
L03944,20240328,19,5,13,2,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04322,20240328,21,7,21,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06712,20240328,32,4,10,2,4,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L06894,20240328,33,5,14,5,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01192,20240329,6,6,16,2,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L02363,20240329,12,5,13,2,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02435,20240329,12,5,13,2,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03238,20240329,17,3,7,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03864,20240329,19,5,13,3,2,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L03879,20240329,19,5,13,2,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04330,20240329,21,7,21,3,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04632,20240329,23,2,6,1,6,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,15113
L05697,20240329,28,7,21,3,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00187,20240330,2,2,6,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00233,20240330,2,2,6,4,3,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L03922,20240330,19,5,13,3,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04297,20240330,21,7,21,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06731,20240330,32,4,10,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02497,20240331,12,5,13,5,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04235,20240331,21,7,21,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04541,20240331,23,2,6,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04664,20240331,23,2,6,5,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L06723,20240331,32,4,10,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L06921,20240331,33,5,14,5,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L06948,20240331,33,5,14,3,1,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,6866,0
L00274,20240401,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01471,20240401,8,1,3,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01496,20240401,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03228,20240401,17,3,7,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03249,20240401,17,3,7,4,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04213,20240401,21,7,21,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01472,20240402,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01500,20240402,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04583,20240402,23,2,6,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05802,20240402,28,7,21,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01159,20240403,6,6,16,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01229,20240403,6,6,16,2,3,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L03352,20240403,17,3,7,4,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,17818
L03380,20240403,17,3,7,3,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04240,20240403,21,7,21,3,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04574,20240403,23,2,6,2,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L06942,20240403,33,5,14,3,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03283,20240404,17,3,7,3,3,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04192,20240404,20,6,17,4,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,10138
L00325,20240405,2,2,6,4,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,16651
L01164,20240405,6,6,16,2,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L02336,20240405,12,5,13,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02442,20240405,12,5,13,5,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03360,20240405,17,3,7,3,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L05756,20240405,28,7,21,2,2,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,6166,0
L01182,20240406,6,6,16,5,3,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L02481,20240406,12,5,13,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,10312,0
L03305,20240406,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L00145,20240407,2,2,6,4,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01592,20240407,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04169,20240407,20,6,17,4,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04189,20240407,20,6,17,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04196,20240407,20,6,17,3,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04337,20240407,21,7,21,3,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04572,20240407,23,2,6,2,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L06861,20240407,33,5,14,2,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L06897,20240407,33,5,14,3,1,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,14782,0
L06902,20240407,33,5,14,3,1,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L06905,20240407,33,5,14,5,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01190,20240408,6,6,16,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,8611
L01257,20240408,6,6,16,1,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02338,20240408,12,5,13,5,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04555,20240408,23,2,6,1,6,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03405,20240409,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04510,20240409,23,2,6,1,6,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04621,20240409,23,2,6,5,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04640,20240409,23,2,6,5,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L06785,20240409,33,5,14,3,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01198,20240410,6,6,16,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,16191
L01218,20240410,6,6,16,2,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01243,20240410,6,6,16,2,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,12056
L01510,20240410,8,1,3,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01512,20240410,8,1,3,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04090,20240410,20,6,17,4,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,7666
L04270,20240410,21,7,21,3,6,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L04347,20240410,21,7,21,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L05758,20240410,28,7,21,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01443,20240411,8,1,3,1,6,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,14217,0
L03331,20240411,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01226,20240412,6,6,16,2,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01299,20240412,6,6,16,1,3,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L02368,20240412,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L01589,20240413,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L03398,20240413,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04081,20240413,20,6,17,3,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04506,20240413,23,2,6,5,6,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,8842,0
L04563,20240413,23,2,6,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00310,20240414,2,2,6,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,11986
L01459,20240414,8,1,3,4,6,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,14895
L01553,20240414,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04158,20240414,20,6,17,1,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04274,20240414,21,7,21,2,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04345,20240414,21,7,21,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05855,20240414,28,7,21,2,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L01273,20240415,6,6,16,1,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01285,20240415,6,6,16,1,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L02401,20240415,12,5,13,5,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02490,20240415,12,5,13,5,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03217,20240415,17,3,7,3,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01542,20240416,8,1,3,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01586,20240416,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03232,20240416,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04141,20240416,20,6,17,4,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04177,20240416,20,6,17,4,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04643,20240416,23,2,6,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00304,20240417,2,2,6,4,3,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L01531,20240417,8,1,3,1,6,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,13972
L01546,20240417,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03260,20240417,17,3,7,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03268,20240417,17,3,7,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03310,20240417,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04375,20240417,21,7,21,3,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L05819,20240417,28,7,21,4,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00272,20240418,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01522,20240418,8,1,3,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01552,20240418,8,1,3,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04378,20240418,21,7,21,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L05794,20240418,28,7,21,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L06765,20240418,33,5,14,5,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01252,20240419,6,6,16,1,3,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01424,20240419,8,1,3,1,6,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02451,20240419,12,5,13,2,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02503,20240419,12,5,13,5,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03272,20240419,17,3,7,4,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04134,20240419,20,6,17,1,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04622,20240419,23,2,6,2,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L06779,20240419,33,5,14,5,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00224,20240420,2,2,6,4,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01506,20240420,8,1,3,1,6,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04156,20240420,20,6,17,5,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L06896,20240420,33,5,14,3,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01466,20240421,8,1,3,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L03277,20240421,17,3,7,3,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04209,20240421,21,7,21,3,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04238,20240421,21,7,21,3,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04608,20240421,23,2,6,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01244,20240422,6,6,16,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02453,20240422,12,5,13,2,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04054,20240422,20,6,17,1,2,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,14091,0
L04076,20240422,20,6,17,5,2,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L02445,20240423,12,5,13,5,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04128,20240423,20,6,17,5,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05701,20240423,28,7,21,3,2,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,7774,0
L06848,20240423,33,5,14,2,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00263,20240424,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L00327,20240424,2,2,6,5,3,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L01203,20240424,6,6,16,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03284,20240424,17,3,7,4,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03368,20240424,17,3,7,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04636,20240424,23,2,6,5,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06776,20240424,33,5,14,5,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L06880,20240424,33,5,14,5,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00161,20240425,2,2,6,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01149,20240425,6,6,16,2,3,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L01432,20240425,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04066,20240425,20,6,17,4,2,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,11759,0
L05698,20240425,28,7,21,2,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L06772,20240425,33,5,14,2,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00205,20240426,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L00222,20240426,2,2,6,5,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01232,20240426,6,6,16,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01247,20240426,6,6,16,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04282,20240426,21,7,21,2,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05763,20240426,28,7,21,5,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L05824,20240426,28,7,21,5,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01180,20240427,6,6,16,1,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01421,20240427,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01428,20240427,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01484,20240427,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01557,20240427,8,1,3,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L03302,20240427,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04628,20240427,23,2,6,2,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05744,20240427,28,7,21,5,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L05850,20240427,28,7,21,2,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00340,20240428,2,2,6,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03209,20240428,17,3,7,4,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03321,20240428,17,3,7,3,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04542,20240428,23,2,6,5,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L04696,20240428,23,2,6,5,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06908,20240428,33,5,14,3,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01473,20240429,8,1,3,1,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02400,20240429,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03269,20240429,17,3,7,4,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04698,20240429,23,2,6,2,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00243,20240430,2,2,6,4,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01555,20240430,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01570,20240430,8,1,3,4,6,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04686,20240430,23,2,6,2,6,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L05765,20240430,28,7,21,3,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03149,20240501,16,2,4,4,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L04480,20240501,22,1,2,3,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L05689,20240501,28,7,21,5,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L00296,20240502,2,2,6,5,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,11630
L03195,20240502,16,2,4,2,1,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L03224,20240502,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03392,20240502,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04442,20240502,22,1,2,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04582,20240502,23,2,6,1,6,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,8375,0
L04599,20240502,23,2,6,1,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L01464,20240503,8,1,3,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04206,20240503,21,7,21,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06813,20240503,33,5,14,3,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00196,20240504,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L02479,20240504,12,5,13,2,4,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L03285,20240504,17,3,7,3,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04132,20240504,20,6,17,1,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04616,20240504,23,2,6,2,6,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L06830,20240504,33,5,14,2,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00262,20240505,2,2,6,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L01594,20240505,8,1,3,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02356,20240505,12,5,13,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03266,20240505,17,3,7,3,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01602,20240506,8,1,3,4,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02473,20240506,12,5,13,2,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03205,20240506,17,3,7,3,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03235,20240506,17,3,7,4,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04138,20240506,20,6,17,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04618,20240506,23,2,6,1,6,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,11234,0
L00189,20240507,2,2,6,5,3,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L01423,20240507,8,1,3,4,6,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,13812
L03388,20240507,17,3,7,3,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04493,20240507,22,1,2,3,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01411,20240508,8,1,3,1,6,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L03265,20240508,17,3,7,5,3,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03290,20240508,17,3,7,3,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03376,20240508,17,3,7,4,3,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,14901
L04077,20240508,20,6,17,3,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,9813
L04199,20240508,20,6,17,1,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04561,20240508,23,2,6,1,6,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04659,20240508,23,2,6,2,6,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,10267,0
L01566,20240509,8,1,3,1,6,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02354,20240509,12,5,13,2,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02489,20240509,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03083,20240509,16,2,4,1,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03363,20240509,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04496,20240509,22,1,2,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L05705,20240509,28,7,21,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01446,20240510,8,1,3,4,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L02325,20240510,12,5,13,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02335,20240510,12,5,13,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L03274,20240510,17,3,7,5,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L03291,20240510,17,3,7,4,3,,,1,Lead,1,0,0,0,0,0,0,0,0
L04115,20240510,20,6,17,1,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04148,20240510,20,6,17,1,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,13753
L04261,20240510,21,7,21,3,6,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04468,20240510,22,1,2,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04473,20240510,22,1,2,2,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04540,20240510,23,2,6,2,6,,,1,Lead,1,0,0,0,0,0,0,0,0
L06984,20240510,33,5,14,3,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02509,20240511,12,5,13,2,4,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03275,20240511,17,3,7,4,3,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04067,20240511,20,6,17,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04117,20240511,20,6,17,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L04449,20240511,22,1,2,3,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04598,20240511,23,2,6,5,6,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L00175,20240512,2,2,6,4,3,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00285,20240512,2,2,6,4,3,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L03091,20240512,16,2,4,1,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
